"run_id","estimator","estimand","treatment","outcome","family","horizon","treatment_mode","binary","estimate","se","ci_low","ci_high","p","n","notes","design","run_stage_id","pipeline_run_id","run_timestamp_utc","run_config_id","run_config_path","q_bh"
"20260403T181519_dml","dml","ate","transfer_composite","poverty_child_q","other",4,"shock",FALSE,4.03415604390749e-06,1.49339213701373e-06,1.10710745536057e-06,6.96120463245441e-06,0.008010204928392,111,"crossfit residual-on-residual","/private/tmp/econark_results_transfer_wealth.nFXCMa/dass-R/poverty_program_shock_diagnostic/design/design_transfer_composite_poverty_child_q_h4_shock_oosexpanding.csv","dml","dass_20260403T221505Z","2026-04-03T22:15:05Z","config_dass_poverty_program_shock_diagnostic","/Users/shanewray/Library/CloudStorage/OneDrive-Personal/Active/hw/1/1proj/code/econark-r/code/dass-R/config_dass_poverty_program_shock_diagnostic.R",0.0383677517068297
"20260403T181520_dml","dml","ate","transfer_composite","gini_households_q","other",2,"shock",FALSE,1.5473426094185e-09,9.96588490653082e-10,-4.05970832261538e-10,3.50065605109854e-09,0.123381763314776,112,"crossfit residual-on-residual","/private/tmp/econark_results_transfer_wealth.nFXCMa/dass-R/poverty_program_shock_diagnostic/design/design_transfer_composite_gini_households_q_h2_shock_oosexpanding.csv","dml","dass_20260403T221505Z","2026-04-03T22:15:05Z","config_dass_poverty_program_shock_diagnostic","/Users/shanewray/Library/CloudStorage/OneDrive-Personal/Active/hw/1/1proj/code/econark-r/code/dass-R/config_dass_poverty_program_shock_diagnostic.R",0.259523944092422
"20260403T181520_dml","dml","ate","transfer_composite","gini_households_q","other",4,"shock",FALSE,2.53759031361809e-09,1.7960279326253e-09,-9.82624434327504e-10,6.05780506156369e-09,0.16053713166104,111,"crossfit residual-on-residual","/private/tmp/econark_results_transfer_wealth.nFXCMa/dass-R/poverty_program_shock_diagnostic/design/design_transfer_composite_gini_households_q_h4_shock_oosexpanding.csv","dml","dass_20260403T221505Z","2026-04-03T22:15:05Z","config_dass_poverty_program_shock_diagnostic","/Users/shanewray/Library/CloudStorage/OneDrive-Personal/Active/hw/1/1proj/code/econark-r/code/dass-R/config_dass_poverty_program_shock_diagnostic.R",0.32107426332208
"20260403T181520_lp","lp","ate","transfer_composite","wealth_share_gap_top1_bottom50","other",2,"shock",FALSE,6.7966745598037e-07,1.26985930156274e-06,-1.8092567750826e-06,3.16859168704334e-06,0.594162965805259,112,"hac","/private/tmp/econark_results_transfer_wealth.nFXCMa/dass-R/poverty_program_shock_diagnostic/design/design_transfer_composite_wealth_share_gap_top1_bottom50_h2_shock_oosexpanding.csv","lp","dass_20260403T221505Z","2026-04-03T22:15:05Z","config_dass_poverty_program_shock_diagnostic","/Users/shanewray/Library/CloudStorage/OneDrive-Personal/Active/hw/1/1proj/code/econark-r/code/dass-R/config_dass_poverty_program_shock_diagnostic.R",0.734209102464373
"20260403T181520_lp","lp","ate","transfer_composite","gini_households_q","other",8,"shock",FALSE,-4.11300302073145e-09,3.93709169605517e-09,-1.18297027449996e-08,3.60369670353668e-09,0.299925216500984,108,"hac","/private/tmp/econark_results_transfer_wealth.nFXCMa/dass-R/poverty_program_shock_diagnostic/design/design_transfer_composite_gini_households_q_h8_shock_oosexpanding.csv","lp","dass_20260403T221505Z","2026-04-03T22:15:05Z","config_dass_poverty_program_shock_diagnostic","/Users/shanewray/Library/CloudStorage/OneDrive-Personal/Active/hw/1/1proj/code/econark-r/code/dass-R/config_dass_poverty_program_shock_diagnostic.R",0.505137206738499
"20260403T181520_lp","lp","ate","transfer_composite","wealth_share_gap_top1_bottom50","other",4,"shock",FALSE,1.33373369111993e-06,1.24414217674253e-06,-1.10478497529542e-06,3.77225235753528e-06,0.287397292946177,111,"hac","/private/tmp/econark_results_transfer_wealth.nFXCMa/dass-R/poverty_program_shock_diagnostic/design/design_transfer_composite_wealth_share_gap_top1_bottom50_h4_shock_oosexpanding.csv","lp","dass_20260403T221505Z","2026-04-03T22:15:05Z","config_dass_poverty_program_shock_diagnostic","/Users/shanewray/Library/CloudStorage/OneDrive-Personal/Active/hw/1/1proj/code/econark-r/code/dass-R/config_dass_poverty_program_shock_diagnostic.R",0.496486579851581
"20260403T181520_lp","lp","ate","transfer_composite","wealth_share_gap_top1_bottom50","other",8,"shock",FALSE,-1.30024400434057e-06,8.239699910556e-07,-2.91522518680954e-06,3.14737178128411e-07,0.119270361929201,108,"hac","/private/tmp/econark_results_transfer_wealth.nFXCMa/dass-R/poverty_program_shock_diagnostic/design/design_transfer_composite_wealth_share_gap_top1_bottom50_h8_shock_oosexpanding.csv","lp","dass_20260403T221505Z","2026-04-03T22:15:05Z","config_dass_poverty_program_shock_diagnostic","/Users/shanewray/Library/CloudStorage/OneDrive-Personal/Active/hw/1/1proj/code/econark-r/code/dass-R/config_dass_poverty_program_shock_diagnostic.R",0.259523944092422
"20260403T181521_dml","dml","ate","transfer_composite","wealth_share_gap_top1_bottom50","other",2,"shock",FALSE,6.45892298731132e-08,1.67522489060566e-07,-2.63754848685595e-07,3.92933308431822e-07,0.700570436048784,112,"crossfit residual-on-residual","/private/tmp/econark_results_transfer_wealth.nFXCMa/dass-R/poverty_program_shock_diagnostic/design/design_transfer_composite_wealth_share_gap_top1_bottom50_h2_shock_oosexpanding.csv","dml","dass_20260403T221505Z","2026-04-03T22:15:05Z","config_dass_poverty_program_shock_diagnostic","/Users/shanewray/Library/CloudStorage/OneDrive-Personal/Active/hw/1/1proj/code/econark-r/code/dass-R/config_dass_poverty_program_shock_diagnostic.R",0.810298335670883
"20260403T181521_dml","dml","ate","transfer_composite","gini_households_q","other",8,"shock",FALSE,1.31280673887357e-09,3.90809454695441e-09,-6.34705857315708e-09,8.97267205090421e-09,0.737595278153575,108,"crossfit residual-on-residual","/private/tmp/econark_results_transfer_wealth.nFXCMa/dass-R/poverty_program_shock_diagnostic/design/design_transfer_composite_gini_households_q_h8_shock_oosexpanding.csv","dml","dass_20260403T221505Z","2026-04-03T22:15:05Z","config_dass_poverty_program_shock_diagnostic","/Users/shanewray/Library/CloudStorage/OneDrive-Personal/Active/hw/1/1proj/code/econark-r/code/dass-R/config_dass_poverty_program_shock_diagnostic.R",0.833048784738155
"20260403T181521_dml","dml","ate","transfer_composite","wealth_share_gap_top1_bottom50","other",4,"shock",FALSE,7.4673247949029e-07,6.19543760246893e-07,-4.67573290593619e-07,1.9610382495742e-06,0.230699911528848,111,"crossfit residual-on-residual","/private/tmp/econark_results_transfer_wealth.nFXCMa/dass-R/poverty_program_shock_diagnostic/design/design_transfer_composite_wealth_share_gap_top1_bottom50_h4_shock_oosexpanding.csv","dml","dass_20260403T221505Z","2026-04-03T22:15:05Z","config_dass_poverty_program_shock_diagnostic","/Users/shanewray/Library/CloudStorage/OneDrive-Personal/Active/hw/1/1proj/code/econark-r/code/dass-R/config_dass_poverty_program_shock_diagnostic.R",0.442943830135388
"20260403T181521_dml","dml","ate","transfer_composite","wealth_share_gap_top1_bottom50","other",8,"shock",FALSE,3.41159911655671e-07,4.19314476787359e-07,-4.80696462847553e-07,1.1630162861589e-06,0.417690277015005,108,"crossfit residual-on-residual","/private/tmp/econark_results_transfer_wealth.nFXCMa/dass-R/poverty_program_shock_diagnostic/design/design_transfer_composite_wealth_share_gap_top1_bottom50_h8_shock_oosexpanding.csv","dml","dass_20260403T221505Z","2026-04-03T22:15:05Z","config_dass_poverty_program_shock_diagnostic","/Users/shanewray/Library/CloudStorage/OneDrive-Personal/Active/hw/1/1proj/code/econark-r/code/dass-R/config_dass_poverty_program_shock_diagnostic.R",0.606180230742945
"20260403T181521_lp","lp","ate","ui_benefits","poverty_all_q","other",4,"shock",FALSE,1.17249883842294e-05,1.0330069116421e-05,-8.52194708395584e-06,3.19719238524146e-05,0.260232345327205,111,"hac","/private/tmp/econark_results_transfer_wealth.nFXCMa/dass-R/poverty_program_shock_diagnostic/design/design_ui_benefits_poverty_all_q_h4_shock_oosexpanding.csv","lp","dass_20260403T221505Z","2026-04-03T22:15:05Z","config_dass_poverty_program_shock_diagnostic","/Users/shanewray/Library/CloudStorage/OneDrive-Personal/Active/hw/1/1proj/code/econark-r/code/dass-R/config_dass_poverty_program_shock_diagnostic.R",0.483091924990556
"20260403T181521_lp","lp","ate","ui_benefits","poverty_all_q","other",2,"shock",FALSE,-2.00626683153066e-06,8.98618777625587e-06,-1.96191948729922e-05,1.56066612099308e-05,0.823973349523507,112,"hac","/private/tmp/econark_results_transfer_wealth.nFXCMa/dass-R/poverty_program_shock_diagnostic/design/design_ui_benefits_poverty_all_q_h2_shock_oosexpanding.csv","lp","dass_20260403T221505Z","2026-04-03T22:15:05Z","config_dass_poverty_program_shock_diagnostic","/Users/shanewray/Library/CloudStorage/OneDrive-Personal/Active/hw/1/1proj/code/econark-r/code/dass-R/config_dass_poverty_program_shock_diagnostic.R",0.85979827776366
"20260403T181521_lp","lp","ate","ui_benefits","poverty_all_q","other",8,"shock",FALSE,5.83172746230847e-06,7.08438642149353e-06,-8.05366992381884e-06,1.97171248484358e-05,0.413325882347334,108,"hac","/private/tmp/econark_results_transfer_wealth.nFXCMa/dass-R/poverty_program_shock_diagnostic/design/design_ui_benefits_poverty_all_q_h8_shock_oosexpanding.csv","lp","dass_20260403T221505Z","2026-04-03T22:15:05Z","config_dass_poverty_program_shock_diagnostic","/Users/shanewray/Library/CloudStorage/OneDrive-Personal/Active/hw/1/1proj/code/econark-r/code/dass-R/config_dass_poverty_program_shock_diagnostic.R",0.606180230742945
"20260403T181521_lp","lp","ate","ui_benefits","poverty_child_q","other",2,"shock",FALSE,-7.72038335918047e-06,1.3617450154605e-05,-3.44105856622064e-05,1.89698189438454e-05,0.57253774662583,112,"hac","/private/tmp/econark_results_transfer_wealth.nFXCMa/dass-R/poverty_program_shock_diagnostic/design/design_ui_benefits_poverty_child_q_h2_shock_oosexpanding.csv","lp","dass_20260403T221505Z","2026-04-03T22:15:05Z","config_dass_poverty_program_shock_diagnostic","/Users/shanewray/Library/CloudStorage/OneDrive-Personal/Active/hw/1/1proj/code/econark-r/code/dass-R/config_dass_poverty_program_shock_diagnostic.R",0.732848315681062
"20260403T181521_dml","dml","ate","ui_benefits","poverty_all_q","other",4,"shock",FALSE,1.98703459415876e-05,7.31893117272326e-06,5.52524084304999e-06,3.42154510401251e-05,0.00770912081464245,111,"crossfit residual-on-residual","/private/tmp/econark_results_transfer_wealth.nFXCMa/dass-R/poverty_program_shock_diagnostic/design/design_ui_benefits_poverty_all_q_h4_shock_oosexpanding.csv","dml","dass_20260403T221505Z","2026-04-03T22:15:05Z","config_dass_poverty_program_shock_diagnostic","/Users/shanewray/Library/CloudStorage/OneDrive-Personal/Active/hw/1/1proj/code/econark-r/code/dass-R/config_dass_poverty_program_shock_diagnostic.R",0.0383677517068297
"20260403T181522_dml","dml","ate","ui_benefits","poverty_all_q","other",2,"shock",FALSE,2.0011892801417e-05,6.02772521592371e-06,8.19755137820658e-06,3.18262342246275e-05,0.0012218102704384,112,"crossfit residual-on-residual","/private/tmp/econark_results_transfer_wealth.nFXCMa/dass-R/poverty_program_shock_diagnostic/design/design_ui_benefits_poverty_all_q_h2_shock_oosexpanding.csv","dml","dass_20260403T221505Z","2026-04-03T22:15:05Z","config_dass_poverty_program_shock_diagnostic","/Users/shanewray/Library/CloudStorage/OneDrive-Personal/Active/hw/1/1proj/code/econark-r/code/dass-R/config_dass_poverty_program_shock_diagnostic.R",0.0117293785962086
"20260403T181522_dml","dml","ate","ui_benefits","poverty_child_q","other",2,"shock",FALSE,4.10026395137138e-05,1.50395519166056e-05,1.15251177571667e-05,7.04801612702608e-05,0.0074545958529069,112,"crossfit residual-on-residual","/private/tmp/econark_results_transfer_wealth.nFXCMa/dass-R/poverty_program_shock_diagnostic/design/design_ui_benefits_poverty_child_q_h2_shock_oosexpanding.csv","dml","dass_20260403T221505Z","2026-04-03T22:15:05Z","config_dass_poverty_program_shock_diagnostic","/Users/shanewray/Library/CloudStorage/OneDrive-Personal/Active/hw/1/1proj/code/econark-r/code/dass-R/config_dass_poverty_program_shock_diagnostic.R",0.0383677517068297
"20260403T181522_dml","dml","ate","ui_benefits","poverty_all_q","other",8,"shock",FALSE,3.25492927261597e-05,2.04168113392014e-05,-7.46765749867515e-06,7.25662429509945e-05,0.113859834958297,108,"crossfit residual-on-residual","/private/tmp/econark_results_transfer_wealth.nFXCMa/dass-R/poverty_program_shock_diagnostic/design/design_ui_benefits_poverty_all_q_h8_shock_oosexpanding.csv","dml","dass_20260403T221505Z","2026-04-03T22:15:05Z","config_dass_poverty_program_shock_diagnostic","/Users/shanewray/Library/CloudStorage/OneDrive-Personal/Active/hw/1/1proj/code/econark-r/code/dass-R/config_dass_poverty_program_shock_diagnostic.R",0.254198701302244
"20260403T181522_lp","lp","ate","ui_benefits","poverty_child_q","other",8,"shock",FALSE,6.67246135659041e-06,1.04671088322532e-05,-1.38430719546258e-05,2.71879946678067e-05,0.525991652191745,108,"hac","/private/tmp/econark_results_transfer_wealth.nFXCMa/dass-R/poverty_program_shock_diagnostic/design/design_ui_benefits_poverty_child_q_h8_shock_oosexpanding.csv","lp","dass_20260403T221505Z","2026-04-03T22:15:05Z","config_dass_poverty_program_shock_diagnostic","/Users/shanewray/Library/CloudStorage/OneDrive-Personal/Active/hw/1/1proj/code/econark-r/code/dass-R/config_dass_poverty_program_shock_diagnostic.R",0.691715049457637
"20260403T181522_lp","lp","ate","ui_benefits","poverty_child_q","other",4,"shock",FALSE,1.48694120509841e-05,1.52789422842334e-05,-1.50773148261132e-05,4.48161389280815e-05,0.333806741660153,111,"hac","/private/tmp/econark_results_transfer_wealth.nFXCMa/dass-R/poverty_program_shock_diagnostic/design/design_ui_benefits_poverty_child_q_h4_shock_oosexpanding.csv","lp","dass_20260403T221505Z","2026-04-03T22:15:05Z","config_dass_poverty_program_shock_diagnostic","/Users/shanewray/Library/CloudStorage/OneDrive-Personal/Active/hw/1/1proj/code/econark-r/code/dass-R/config_dass_poverty_program_shock_diagnostic.R",0.534090786656245
"20260403T181522_lp","lp","ate","ui_benefits","gini_households_q","other",4,"shock",FALSE,8.6715946379932e-08,3.12571328616936e-08,2.54519659710125e-08,1.47979926788852e-07,0.00708760440834488,111,"hac","/private/tmp/econark_results_transfer_wealth.nFXCMa/dass-R/poverty_program_shock_diagnostic/design/design_ui_benefits_gini_households_q_h4_shock_oosexpanding.csv","lp","dass_20260403T221505Z","2026-04-03T22:15:05Z","config_dass_poverty_program_shock_diagnostic","/Users/shanewray/Library/CloudStorage/OneDrive-Personal/Active/hw/1/1proj/code/econark-r/code/dass-R/config_dass_poverty_program_shock_diagnostic.R",0.0383677517068297
"20260403T181522_lp","lp","ate","ui_benefits","gini_households_q","other",2,"shock",FALSE,6.46230218744598e-08,2.33612458649417e-08,1.8834979979174e-08,1.10411063769746e-07,0.00722309252998342,112,"hac","/private/tmp/econark_results_transfer_wealth.nFXCMa/dass-R/poverty_program_shock_diagnostic/design/design_ui_benefits_gini_households_q_h2_shock_oosexpanding.csv","lp","dass_20260403T221505Z","2026-04-03T22:15:05Z","config_dass_poverty_program_shock_diagnostic","/Users/shanewray/Library/CloudStorage/OneDrive-Personal/Active/hw/1/1proj/code/econark-r/code/dass-R/config_dass_poverty_program_shock_diagnostic.R",0.0383677517068297
"20260403T181522_dml","dml","ate","ui_benefits","poverty_child_q","other",4,"shock",FALSE,3.27460693269719e-05,9.41737068206152e-06,1.42880227901314e-05,5.12041158638125e-05,0.000728888023925674,111,"crossfit residual-on-residual","/private/tmp/econark_results_transfer_wealth.nFXCMa/dass-R/poverty_program_shock_diagnostic/design/design_ui_benefits_poverty_child_q_h4_shock_oosexpanding.csv","dml","dass_20260403T221505Z","2026-04-03T22:15:05Z","config_dass_poverty_program_shock_diagnostic","/Users/shanewray/Library/CloudStorage/OneDrive-Personal/Active/hw/1/1proj/code/econark-r/code/dass-R/config_dass_poverty_program_shock_diagnostic.R",0.00874665628710809
"20260403T181522_dml","dml","ate","ui_benefits","poverty_child_q","other",8,"shock",FALSE,8.84015068204021e-05,5.03220000094273e-05,-1.02296131980754e-05,0.00018703262683888,0.0818537914830935,108,"crossfit residual-on-residual","/private/tmp/econark_results_transfer_wealth.nFXCMa/dass-R/poverty_program_shock_diagnostic/design/design_ui_benefits_poverty_child_q_h8_shock_oosexpanding.csv","dml","dass_20260403T221505Z","2026-04-03T22:15:05Z","config_dass_poverty_program_shock_diagnostic","/Users/shanewray/Library/CloudStorage/OneDrive-Personal/Active/hw/1/1proj/code/econark-r/code/dass-R/config_dass_poverty_program_shock_diagnostic.R",0.204391232801114
"20260403T181523_dml","dml","ate","ui_benefits","gini_households_q","other",2,"shock",FALSE,6.41128986641133e-09,1.4570572373954e-08,-2.21470319865385e-08,3.49696117193611e-08,0.660788636363456,112,"crossfit residual-on-residual","/private/tmp/econark_results_transfer_wealth.nFXCMa/dass-R/poverty_program_shock_diagnostic/design/design_ui_benefits_gini_households_q_h2_shock_oosexpanding.csv","dml","dass_20260403T221505Z","2026-04-03T22:15:05Z","config_dass_poverty_program_shock_diagnostic","/Users/shanewray/Library/CloudStorage/OneDrive-Personal/Active/hw/1/1proj/code/econark-r/code/dass-R/config_dass_poverty_program_shock_diagnostic.R",0.783156902356689
"20260403T181523_dml","dml","ate","ui_benefits","gini_households_q","other",4,"shock",FALSE,1.29655361647698e-08,1.6471293297597e-08,-1.93181986985203e-08,4.524927102806e-08,0.432896703281687,111,"crossfit residual-on-residual","/private/tmp/econark_results_transfer_wealth.nFXCMa/dass-R/poverty_program_shock_diagnostic/design/design_ui_benefits_gini_households_q_h4_shock_oosexpanding.csv","dml","dass_20260403T221505Z","2026-04-03T22:15:05Z","config_dass_poverty_program_shock_diagnostic","/Users/shanewray/Library/CloudStorage/OneDrive-Personal/Active/hw/1/1proj/code/econark-r/code/dass-R/config_dass_poverty_program_shock_diagnostic.R",0.609640101783801
"20260403T181523_lp","lp","ate","ui_benefits","gini_households_q","other",8,"shock",FALSE,-6.1100194691276e-08,3.05924149369658e-08,-1.21061327967729e-07,-1.13906141482317e-09,0.0498635224521631,108,"hac","/private/tmp/econark_results_transfer_wealth.nFXCMa/dass-R/poverty_program_shock_diagnostic/design/design_ui_benefits_gini_households_q_h8_shock_oosexpanding.csv","lp","dass_20260403T221505Z","2026-04-03T22:15:05Z","config_dass_poverty_program_shock_diagnostic","/Users/shanewray/Library/CloudStorage/OneDrive-Personal/Active/hw/1/1proj/code/econark-r/code/dass-R/config_dass_poverty_program_shock_diagnostic.R",0.164972436175238
