"target","candidate","n_windows","candidate_block_size","selected_lag_median","reverse_selected_lag_median","forward_p_median","reverse_p_median","forward_fstat_median","reverse_fstat_median","forward_df1_median","forward_df2_median","forward_sig_share","reverse_sig_share","directionality_gap","coint_rank_share","vecm_regime_share"
"gini_income_fred_q","top10_wealth_share",20,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"gini_income_fred_q","top1_wealth_share",8,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"gini_income_fred_q","ui_benefits",28,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"gini_income_fred_q","wealth_share_gap_top10_bottom50",12,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"gini_income_fred_q","wealth_share_gap_top1_bottom50",10,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"median_hh_income_q","bottom50_wealth_share",1,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"median_hh_income_q","cc_delinquency",1,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"median_hh_income_q","equity_wealth_proxy",2,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"median_hh_income_q","fed_funds",3,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"median_hh_income_q","fhfa_hpi",18,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"median_hh_income_q","median_real_income_fred_q",8,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"median_hh_income_q","nonrevolving_credit",11,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"median_hh_income_q","snap_persons",11,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"median_hh_income_q","top10_wealth_share",3,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"median_hh_income_q","total_credit",6,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"median_hh_income_q","transfer_composite",8,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"median_hh_income_q","transfers_total",8,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"median_hh_income_q","ui_benefits",2,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"median_hh_income_q","wealth_share_gap_top10_bottom50",3,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"median_real_income_fred_q","bottom50_wealth_share",6,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"median_real_income_fred_q","cc_delinquency",3,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"median_real_income_fred_q","equity_wealth_proxy",2,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"median_real_income_fred_q","fed_funds",7,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"median_real_income_fred_q","fhfa_hpi",15,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"median_real_income_fred_q","nonrevolving_credit",8,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"median_real_income_fred_q","snap_persons",1,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"median_real_income_fred_q","top10_wealth_share",6,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"median_real_income_fred_q","top1_wealth_share",1,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"median_real_income_fred_q","transfer_composite",3,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"median_real_income_fred_q","transfers_total",3,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"median_real_income_fred_q","ui_benefits",2,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"median_real_income_fred_q","wealth_share_gap_top10_bottom50",7,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"poverty_all_q","bottom50_wealth_share",8,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"poverty_all_q","cc_delinquency",9,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"poverty_all_q","fed_funds",12,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"poverty_all_q","fhfa_hpi",20,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"poverty_all_q","median_real_income_fred_q",30,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"poverty_all_q","nonrevolving_credit",6,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"poverty_all_q","snap_persons",2,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"poverty_all_q","social_security",2,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"poverty_all_q","top10_wealth_share",5,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"poverty_all_q","top1_wealth_share",2,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"poverty_all_q","total_credit",4,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"poverty_all_q","transfer_composite",2,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"poverty_all_q","transfers_total",2,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"poverty_all_q","ui_benefits",1,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"poverty_all_q","wealth_share_gap_top10_bottom50",9,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"poverty_all_q","wealth_share_gap_top1_bottom50",6,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"poverty_child_q","bottom50_wealth_share",6,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"poverty_child_q","cc_delinquency",7,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"poverty_child_q","equity_wealth_proxy",1,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"poverty_child_q","fed_funds",20,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"poverty_child_q","fhfa_hpi",14,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"poverty_child_q","median_real_income_fred_q",34,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"poverty_child_q","nonrevolving_credit",6,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"poverty_child_q","snap_persons",1,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"poverty_child_q","top10_wealth_share",3,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"poverty_child_q","top1_wealth_share",1,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"poverty_child_q","total_credit",3,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"poverty_child_q","transfer_composite",2,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"poverty_child_q","transfers_total",3,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"poverty_child_q","ui_benefits",1,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"poverty_child_q","wealth_share_gap_top10_bottom50",7,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"poverty_child_q","wealth_share_gap_top1_bottom50",3,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"wealth_share_gap_top10_bottom50","cc_delinquency",15,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"wealth_share_gap_top10_bottom50","credit_composite",2,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"wealth_share_gap_top10_bottom50","fhfa_hpi",11,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"wealth_share_gap_top10_bottom50","median_real_income_fred_q",7,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"wealth_share_gap_top10_bottom50","revolving_credit",2,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"wealth_share_gap_top10_bottom50","snap_persons",23,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"wealth_share_gap_top10_bottom50","total_credit",2,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"wealth_share_gap_top10_bottom50","transfer_composite",1,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"wealth_share_gap_top10_bottom50","transfers_total",1,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"wealth_share_gap_top10_bottom50","ui_benefits",4,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"wealth_share_gap_top10_bottom50","wealth_share_gap_top1_bottom50",1,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"wealth_share_gap_top1_bottom50","cc_delinquency",3,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"wealth_share_gap_top1_bottom50","equity_wealth_proxy",3,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"wealth_share_gap_top1_bottom50","fed_funds",8,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"wealth_share_gap_top1_bottom50","snap_persons",10,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"wealth_share_gap_top1_bottom50","top10_wealth_share",1,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"wealth_share_gap_top1_bottom50","ui_benefits",3,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
"wealth_share_gap_top1_bottom50","wealth_share_gap_top10_bottom50",1,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1
