"quarter_end","F1","F2"
"2006-09-30",-0.623785783948757,-0.507998213960676
"2006-12-31",-0.407704611364008,-0.826422207060658
"2007-03-31",-0.281970687056998,-0.799497302428315
"2007-06-30",-0.000980531194481926,-1.02534554212146
"2007-09-30",0.0385077504179357,-0.870451298632952
"2007-12-31",0.104911308427851,-0.630258077422996
"2008-03-31",0.434050483994761,-0.729411715794175
"2008-06-30",0.444820748027541,-0.296188580677855
"2008-09-30",0.546050879412293,-0.0775920102393365
"2008-12-31",0.360420486415445,0.717609177731797
"2009-03-31",0.237728354674137,1.16429301077669
"2009-06-30",-0.104455273251771,2.0536285826313
"2009-09-30",-0.167343504545879,2.50755310888676
"2009-12-31",0.152550084088084,2.70763659798819
"2010-03-31",0.143767453166129,3.08125807850966
"2010-06-30",0.241098336255239,3.34573742114728
"2010-09-30",0.177080242129711,3.78974135469737
"2010-12-31",0.455159995153192,3.8577573574286
"2011-03-31",0.621199007841136,4.32961941789792
"2011-06-30",0.947188993040876,4.14248690285536
"2011-09-30",1.18217736877422,3.97984551609629
"2011-12-31",0.954162940590297,4.47841306173929
"2012-03-31",0.953371569317734,4.86428416405619
"2012-06-30",1.05899772609246,4.82583501449625
"2012-09-30",1.1394508653631,4.46323841545859
"2012-12-31",1.32230811695738,4.31965129884357
"2013-03-31",1.45729647419643,4.05758816576878
"2013-06-30",1.67736978340526,3.99905541777267
"2013-09-30",1.79592205275992,3.93807944525165
"2013-12-31",1.94580444594506,3.66885799016973
"2014-03-31",2.23081443955566,3.48537412003525
"2014-06-30",2.24131971522318,3.78576556616978
"2014-09-30",2.38200663166113,3.73661621965238
"2014-12-31",2.5273633337887,3.64385194576763
"2015-03-31",2.72168456454031,3.47117008430974
"2015-06-30",2.89948787619267,3.26524948225666
"2015-09-30",2.968920091064,3.19956797705561
"2015-12-31",3.02967497521659,3.07056336844759
"2016-03-31",3.08279818538249,2.68834546023682
"2016-06-30",3.23416110729535,2.46995286984401
"2016-09-30",3.37591506979861,2.38827020610836
"2016-12-31",3.3654848459474,2.47966532387344
"2017-03-31",3.50073778551116,2.27544815074613
"2017-06-30",3.67066377987445,2.0887018486042
"2017-09-30",3.79682792838177,1.84347889766763
"2017-12-31",4.00791961330471,1.55660874086881
"2018-03-31",4.19186283044219,1.3255756347639
"2018-06-30",4.13625886751752,1.29812757742701
"2018-09-30",4.18240363261089,1.12770736361947
"2018-12-31",4.46194143434577,0.973483625345865
"2019-03-31",4.39898149832284,0.850041810472003
"2019-06-30",4.75981085859137,0.7586862589671
"2019-09-30",5.06143275760412,0.267721464892171
"2019-12-31",5.15711466950628,0.0977563980594259
"2020-03-31",5.29048831046659,-0.190077411175441
"2020-06-30",4.66661032902379,0.0246861162978402
"2020-09-30",6.29282796075865,0.265686648464964
"2020-12-31",5.47376506374768,-0.454836300794567
"2021-03-31",5.48555848680261,-0.768479811704389
"2021-06-30",6.91534998272103,-1.6217308045056
"2021-09-30",6.5793695757634,-1.53564010472541
"2021-12-31",6.55815309579409,-1.84964802713045
"2022-03-31",6.62029278350989,-1.69769082902411
"2022-06-30",6.8649932286954,-2.02293183675147
"2022-09-30",6.91191216899998,-2.69697848460242
"2022-12-31",6.9466231712886,-2.89405353662147
"2023-03-31",7.24820329344112,-3.16701458902889
"2023-06-30",7.50691925286902,-3.02758968067364
"2023-09-30",7.76207331434342,-3.35477790378631
"2023-12-31",7.88489782532783,-3.56675895664472
"2024-03-31",8.17745319067074,-3.85822763927529
"2024-06-30",8.55530760662284,-3.97636826001834
"2024-09-30",8.64052111256009,-3.8833595089346
"2024-12-31",8.9683474261046,-3.97423720243848
"2025-03-31",8.92283232886186,-3.92220002281646
"2025-06-30",9.119132671924,-4.16275884013715
"2025-09-30",9.42864412402272,-4.31701841134521
"2025-12-31",9.56334354298314,-4.17696023510674
