"quarter_end","F1","F2"
"2017-03-31",3.31954766445111,2.25763188948971
"2017-06-30",3.50768454612591,2.08881260988129
"2017-09-30",3.64564974543007,1.85291674815712
"2017-12-31",3.86317832390355,1.57061187773374
"2018-03-31",4.0633941047689,1.3527085102549
"2018-06-30",4.0209298388483,1.33589989352589
"2018-09-30",4.07952972455261,1.17420868457352
"2018-12-31",4.36562861917609,1.03096678904006
"2019-03-31",4.31041698307172,0.91313247474197
"2019-06-30",4.68301593389175,0.841672462434088
"2019-09-30",4.99879639600729,0.360553272584684
"2019-12-31",5.09597454079329,0.191669539013794
"2020-03-31",5.23998392738368,-0.0910253370723099
"2020-06-30",4.59692056031931,0.110999971879574
"2020-09-30",6.03576985145687,0.19312947690609
"2020-12-31",5.35747309933546,-0.434154508391598
"2021-03-31",5.38377354540927,-0.745872360399154
"2021-06-30",6.79613394153977,-1.61525876651037
"2021-09-30",6.4802661821079,-1.51349002938257
"2021-12-31",6.50651458134586,-1.79036921729843
"2022-03-31",6.57904542586782,-1.62016662163142
"2022-06-30",6.81301114626277,-1.95180690745908
"2022-09-30",6.85871655202577,-2.63743168930897
"2022-12-31",6.89090338149458,-2.83625397468873
"2023-03-31",7.19413305887945,-3.10487430781514
"2023-06-30",7.43119368698319,-2.97542950649859
"2023-09-30",7.68409721139308,-3.30509146823994
"2023-12-31",7.81970459512653,-3.50718699065535
"2024-03-31",8.12297053731129,-3.78948452836601
"2024-06-30",8.49591230714073,-3.90483848360546
"2024-09-30",8.58365941815527,-3.8036194703824
"2024-12-31",8.91520662287879,-3.88526438914647
"2025-03-31",8.88423297870577,-3.82113017403593
"2025-06-30",9.09125665715766,-4.05470848160812
"2025-09-30",9.41656351528064,-4.19226677320051
"2025-12-31",9.56736706014803,-4.0311929024511
